Date,Paradise (679) Precipitation Accumulation (in) Start of Day Values,Paradise (679) Precipitation Increment (in),Paradise (679) Precipitation Increment - Snow-adj (in),Paradise (679) Air Temperature Average (degF),Paradise (679) Air Temperature Minimum (degF),Paradise (679) Air Temperature Maximum (degF),Paradise (679) Soil Moisture Percent -2in (pct) Start of Day Values,Paradise (679) Soil Moisture Percent -4in (pct) Start of Day Values,Paradise (679) Soil Moisture Percent -8in (pct) Start of Day Values,Paradise (679) Soil Moisture Percent -20in (pct) Start of Day Values,Paradise (679) Snow Density (pct) Start of Day Values,Paradise (679) Snow Water Equivalent (in) Start of Day Values,Paradise (679) Snow Depth (in) Start of Day Values,Paradise (679) Snow Rain Ratio (unitless),Paradise (679) Real Dielectric Constant -2in (unitless) Start of Day Values
3/29/14,92.6,1.7,1.7,32,30,36,30,31,36.1,35.7,50.2,78.8,157,100,
3/30/14,94.3,0.5,0.5,30,25,38,30.1,31,36.2,35.7,48.2,80.5,167,100,
3/31/14,94.8,0,0.1,32,23,39,30,30.9,36.1,35.8,48.5,81,167,,
4/1/14,94.8,0,0.2,34,31,38,30.1,30.9,36.1,35.7,48.9,81.1,166,,
4/2/14,94.8,0,0.2,32,27,42,30,30.9,36.1,35.6,49.6,81.3,164,,
4/3/14,94.8,0.1,0.5,33,28,42,30,30.7,36.1,35.6,50.3,81.5,162,500,
4/4/14,94.9,0.5,0.5,32,29,38,29.9,30.7,36.1,35.6,50.3,82,163,60,
4/5/14,95.4,0.5,1.5,33,31,37,29.9,30.6,36.1,35.6,50.5,82.3,163,300,
4/6/14,95.9,0.7,0.7,38,33,47,29.8,30.3,36,35.6,49.3,83.8,170,0,
4/7/14,96.6,0,0.1,45,35,59,29.8,30.4,36,35.5,51,83.6,164,,
4/8/14,96.6,0.5,0.5,41,33,52,29.7,30.3,36,35.6,52,83.7,161,80,
4/9/14,97.1,0,0,32,26,42,29.9,30.4,36,35.6,53.2,84.1,158,,
4/10/14,97.1,0,0,35,26,48,30.2,30.7,36.1,35.7,52.5,82.4,157,,
4/11/14,97.1,0,0.3,37,29,51,31.2,31.3,36.4,35.9,52.8,82.3,156,,
4/12/14,97.1,0.1,0.1,36,32,46,31.3,31.5,36.4,35.9,53.6,82.6,154,100,
4/13/14,97.2,0,0.2,41,33,51,31.5,31.7,36.5,36,54.1,82.7,153,,
4/14/14,97.2,0,0,42,32,54,31.9,31.9,36.6,36.1,54.5,82.9,152,,
4/15/14,97.2,0.1,0.2,33,26,43,32.3,32.2,36.7,36.2,54.9,82.9,151,200,
4/16/14,97.3,0.9,1.3,34,31,37,32.6,32.6,36.8,36.2,55.4,83.1,150,144,
4/17/14,98.2,0.8,1.2,35,29,41,32.5,32.7,36.8,36.4,54.5,84.4,155,150,
4/18/14,99,0.3,0.3,30,25,37,32.4,32.6,36.8,36.3,55.9,85.6,153,0,
4/19/14,99.3,0.4,1,34,28,44,32.6,32.6,36.8,36.4,55.8,85.4,153,250,
4/20/14,99.7,0.3,0.3,35,26,46,32.4,32.6,36.8,36.4,55,86.4,157,67,
4/21/14,100,0.2,0.7,41,34,54,32.2,32.4,36.7,36.3,54.8,86.6,158,350,
4/22/14,100.2,0.5,0.6,30,24,36,31.9,32.2,36.7,36.2,56,87.3,156,120,
4/23/14,100.7,1.3,1.7,33,28,36,31.7,31.9,36.6,36.2,56,87.9,157,131,
4/24/14,102,1.2,1.2,34,29,39,31.8,32,36.6,36.1,52.1,89.6,172,100,
4/25/14,103.2,0.2,0.4,32,28,41,31.8,32,36.6,36.1,54.4,90.8,167,200,
4/26/14,103.4,0.2,0.4,31,28,39,31.7,31.8,36.5,36.1,54.3,91.2,168,200,
4/27/14,103.6,1.1,1.8,30,27,37,31.5,31.7,36.5,36,54.8,91.6,167,164,
4/28/14,104.7,0.3,0.3,33,26,46,31.4,31.6,36.4,36,52.2,93.4,179,33,
4/29/14,105,0.1,0.2,43,34,52,31.3,31.4,36.4,36,53.4,93.5,175,200,
4/30/14,105.1,0,0.5,51,43,60,31.1,31.3,36.4,35.9,55.1,93.7,170,,
5/1/14,105.1,0,0,57,46,74,31.2,31.2,36.3,35.9,57.1,94.2,165,,
5/2/14,105.1,0,0,49,38,60,33.2,32.9,36.9,36.4,58.1,93.5,161,,
5/3/14,105.1,0.3,0.3,36,33,42,33.4,33.3,37,36.6,58.7,92.8,158,33,
5/4/14,105.4,0.8,0.8,35,33,39,33.6,33.5,37,36.8,59.2,92.9,157,88,
5/5/14,106.2,0.6,0.6,35,32,42,33.5,33.3,37,36.7,58.9,93.6,159,17,
5/6/14,106.8,0.4,0.4,35,33,39,33.4,33.2,37,36.7,58.9,93.7,159,75,
5/7/14,107.2,0,0,39,30,52,33.1,33.2,36.9,36.6,59.1,94,159,,
5/8/14,107.2,1,1.2,37,33,42,33.2,33.1,36.9,36.5,59.7,93.7,157,120,
5/9/14,108.2,0.8,0.8,33,30,39,33.3,33.2,37,36.5,60.4,94.9,157,0,
5/10/14,109,0.8,0.8,34,29,42,33.8,33.4,37,36.7,58.1,94.7,163,75,
5/11/14,109.8,0,0.1,40,32,53,33.5,33.3,37,36.6,58.5,95.3,163,,
5/12/14,109.8,0,0,46,35,56,33.3,33.1,36.9,36.6,59.6,95.4,160,,
5/13/14,109.8,0,0,52,42,64,33.1,32.9,36.8,36.4,60.3,95.3,158,,
5/14/14,109.8,0,0,57,45,69,33.7,33.2,37,36.6,61,95.1,156,,
5/15/14,109.8,0,0,58,48,72,34.3,33.5,37,36.8,61.8,94.5,153,,
5/16/14,109.8,0,0,46,40,56,34.5,33.7,37.1,36.9,62.9,94.3,150,,
5/17/14,109.8,0,0,41,36,51,34.6,33.8,37.1,36.9,63,93.2,148,,
5/18/14,109.8,0.3,0.3,38,35,46,34.5,33.7,37.1,36.9,63.1,92.1,146,0,
5/19/14,110.1,0,0,40,35,49,34.4,33.7,37.1,36.9,63.2,91.7,145,,
5/20/14,110.1,0,0,45,36,57,34.4,33.7,37.1,37,64.1,91,142,,
5/21/14,110.1,0,0,45,36,55,34.5,33.8,37.1,36.9,63.7,90.4,142,,
5/22/14,110.1,0.1,0.2,52,40,65,34.9,33.9,37.1,37,65.3,90.1,138,200,
5/23/14,110.2,0.1,0.1,45,40,49,35.3,34,37.2,37.1,65.9,90.3,137,0,
5/24/14,110.3,0,0,42,36,52,35.1,34,37.2,37.1,66.1,89.2,135,,
5/25/14,110.3,0.2,0.2,41,35,48,34.8,34,37.2,37.1,67.9,87.6,129,0,
5/26/14,110.5,0.5,0.5,40,34,46,34.8,34,37.1,37,66.5,87.1,131,0,
5/27/14,111,0.1,0.1,39,32,49,35.4,34.1,37.2,37,67.2,86.7,129,0,
5/28/14,111.1,0.4,0.4,36,34,43,34.9,34,37.1,37,67.2,85.3,127,0,
5/29/14,111.5,0,0,38,33,49,35,34,37.2,36.9,67,85.1,127,,
5/30/14,111.5,0,0,48,36,61,34.9,34,37.1,36.9,67.6,84.5,125,,
5/31/14,111.5,0,0,48,40,58,35.4,34.1,37.2,37,68.2,83.9,123,,
6/1/14,111.5,0,0,47,38,58,35.8,34.7,37.3,37.2,69.5,83.4,120,,
6/2/14,111.5,0,0,51,42,64,35.9,35,37.3,37.2,70.6,82.6,117,,
6/3/14,111.5,0,0,44,40,54,36.1,35.6,37.3,37.3,73.5,82.3,112,,
6/4/14,111.5,0,0,46,37,58,35.7,34.9,37.2,37.2,73.4,80.7,110,,
6/5/14,111.5,0,0,46,36,58,36.1,35.3,37.3,37.3,73.9,79.8,108,,
6/6/14,111.5,0,0,48,39,60,36.2,35.4,37.3,37.3,75.1,78.9,105,,
6/7/14,111.5,0,0,48,39,60,36.1,35.4,37.3,37.3,74.9,77.9,104,,
6/8/14,111.5,0,0,49,40,61,36.2,35.5,37.3,37.2,77.8,77,99,,
6/9/14,111.5,0.1,0.1,45,41,55,36.3,35.7,37.4,37.3,80.2,76.2,95,0,
6/10/14,111.6,0,0,41,38,47,36.5,35.9,37.4,37.3,79.4,75.4,95,,
6/11/14,111.6,0,0,49,36,61,35.5,34.9,37.2,37.1,79.9,74.3,93,,
6/12/14,111.6,0.2,0.2,44,36,54,36.4,35.8,37.3,37.3,79.1,72.8,92,0,
6/13/14,111.8,0.7,0.7,37,34,41,36.4,35.4,37.3,37.2,79.9,71.9,90,0,
6/14/14,112.5,0.3,0.3,38,35,40,36.5,35.6,37.3,37.3,81.6,71.8,88,0,
6/15/14,112.8,0.2,0.2,38,33,46,36,35.2,37.3,37.2,79.8,71,89,0,
6/16/14,113,0.4,0.4,35,32,42,36.5,35.5,37.3,37.2,79.8,70.2,88,0,
6/17/14,113.4,0.2,0.2,38,34,41,35.6,34.9,37.2,37,79.8,70.2,88,0,
6/18/14,113.6,0,0,42,37,50,35.7,34.8,37.2,36.9,80.9,69.6,86,,
6/19/14,113.6,0.1,0.1,47,37,62,36.5,35.3,37.3,37.2,81.5,68.5,84,0,
6/20/14,113.7,0,0,42,35,50,36.7,36.1,37.4,37.3,81.3,67.5,83,,
6/21/14,113.7,0.1,0.1,46,34,58,36.8,36.9,37.4,37.3,82.6,66.1,80,0,
6/22/14,113.8,0,0,53,44,61,36.8,36.4,37.4,37.3,85,64.6,76,,
6/23/14,113.8,0,0,54,43,67,37,37.7,37.5,37.4,84.1,63.1,75,,
6/24/14,113.8,0,0,47,41,57,37.3,38,37.5,37.5,88.1,61.7,70,,
6/25/14,113.8,0.1,0.1,51,42,63,37.3,37.8,37.5,37.4,87.7,60.5,69,0,
6/26/14,113.9,0.1,0.1,46,42,51,37.6,38.6,37.6,37.5,96.9,59.1,61,0,
6/27/14,114,1.4,1.4,44,40,48,37.6,38,37.5,37.5,90.8,58.1,64,0,
6/28/14,115.4,0.4,0.4,44,40,51,38.4,39.7,37.7,37.6,88.2,57.3,65,0,
6/29/14,115.8,0.1,0.1,42,39,48,38.7,39.7,37.7,37.6,91.6,55.9,61,0,
6/30/14,115.9,0,0,53,38,66,38.3,38.6,37.7,37.6,90.8,54.5,60,,
7/1/14,115.9,0,0,63,55,73,40,40,38.1,37.8,92.1,52.5,57,,
7/2/14,115.9,0,0,58,47,67,39.8,40,38.4,37.9,94,49.8,53,,
7/3/14,115.9,0,0,46,43,55,39.5,39.9,38.6,37.9,94.8,47.4,50,,
7/4/14,115.9,0,0,50,40,62,39.2,39.6,38.5,37.8,97.7,45.9,47,,
7/5/14,115.9,0,0,54,44,65,38.3,39,38.3,38.1,95.7,44,46,,
7/6/14,115.9,0,0,57,49,69,37.6,38.7,38.4,38.1,,42.3,38,,
7/7/14,115.9,0,0,60,50,72,37.3,38.7,38.3,38.2,,39.9,36,,
7/8/14,115.9,0,0,61,52,71,37,38.4,38.2,38.2,,37.5,35,,
7/9/14,115.9,0,0,57,51,68,36.4,37.8,37.9,38,,35.1,33,,
7/10/14,115.9,0.1,0.1,57,46,68,35.5,36.6,37.5,37.8,,32.7,30,0,
7/11/14,116,0,0,64,54,75,34.3,35.3,37.2,37.5,,30.5,20,,
7/12/14,116,0,0,69,58,79,32.7,34,36.9,37.2,,28.5,18,,
7/13/14,116,0,0,68,58,79,31.8,33.5,36.7,37.1,,25.6,17,,
7/14/14,116,0,0,63,56,73,30.9,32.4,36.4,36.6,,23.3,9,,
7/15/14,116,0,0,66,58,75,29.7,31.8,36.2,36.5,,20.4,3,,
7/16/14,116,0,0,65,54,75,27.9,30.3,35.7,36.2,,17.4,1,,
7/17/14,116,0,0,55,48,65,26.2,28.6,35,35.7,,14.1,0,,
7/18/14,116,0,0,53,45,62,24.1,27.1,34.4,35.4,,10.8,0,,
7/19/14,116,0.2,0.2,54,48,66,22.8,26,33.8,35.1,,6.3,0,0,
7/20/14,116.2,0,0,46,42,52,21.7,24.9,33.6,35,,3.5,0,,
7/21/14,116.2,0,0,50,39,62,22.7,25.6,33.6,34.9,,2,0,,
7/22/14,116.2,0.4,0.4,51,47,56,21,24.7,32.8,34.8,,1,0,0,
7/23/14,116.6,1.6,1.6,46,40,56,23.2,26.1,33.4,34.8,,0.2,0,0,
7/24/14,118.2,0.2,0.2,43,39,50,34.9,32.8,36.1,36.3,,0,0,0,
7/25/14,118.4,0.1,0.1,50,39,60,32.8,31.2,35.8,36.1,,0,0,0,
7/26/14,118.5,0,0,55,43,67,30,29.8,35.4,35.7,,0,0,,
7/27/14,118.5,0,0,62,53,73,27.6,28.1,34.8,35.4,,0,0,,
7/28/14,118.5,0,0,65,59,74,26,27.1,34.1,35.1,,0,0,,
7/29/14,118.5,0,0,64,57,72,23.9,25.1,33.4,34.9,,0,0,,
7/30/14,118.5,0,0,62,56,72,21.3,23.8,32.1,34.7,,0,0,,
7/31/14,118.5,0,0,65,55,76,19.2,21.8,31.7,34.4,,0,0,,
8/1/14,118.5,0,0,66,59,75,15.7,20.1,30.7,34.2,,0,0,,
8/2/14,118.5,0,0,66,57,77,13,18.1,30,33.8,,0,0,,
8/3/14,118.5,0,0,66,60,74,12.7,17.3,29.1,33.7,,0,0,,
8/4/14,118.5,0,0,66,57,75,9.4,15.1,28.1,33.5,,0,0,,
8/5/14,118.5,0,0,58,50,68,7.5,13.1,27.5,33.2,,0,0,,
8/6/14,118.5,0,0,54,49,63,7.3,9.5,25.9,32.9,,0,0,,
8/7/14,118.5,0,0,53,46,64,6.2,9.9,25.9,32.7,,0,0,,
8/8/14,118.5,0,0,51,45,61,6.3,8.5,25.1,32.4,,0,0,,
8/9/14,118.5,0,0,55,44,65,4.9,8.2,23.7,32.2,,0,0,,
8/10/14,118.5,0,0,67,56,77,4.9,7.7,23.6,31.8,,0,0,,
8/11/14,118.5,0,0,71,63,81,3.9,6.7,21.8,31.4,,0,0,,
8/12/14,118.5,0.7,0.7,61,51,73,4.6,6.5,19.6,30.8,,0,0,0,
8/13/14,119.2,1,1,53,50,61,4.2,19.9,25,31.6,,0,0,0,
8/14/14,120.2,0.3,0.3,51,48,54,5.5,20.9,30.4,34.1,,0,0,0,
8/15/14,120.5,0,0,51,48,56,8.3,26.2,32.3,33.9,,0,0,,
8/16/14,120.5,0,0,54,47,64,10,24.4,32.2,33.9,,0,0,,
8/17/14,120.5,0,0,56,48,66,10.1,23,31.7,33.9,,0,0,,
8/18/14,120.5,0,0,63,55,73,10.2,21.5,31.5,33.7,,0,0,,
8/19/14,120.5,0,0,56,50,68,9.7,19.1,30.8,33.4,,0,0,,
8/20/14,120.5,0,0,48,43,55,8.6,18.7,30.5,33.1,,0,0,,
8/21/14,120.5,0,0,48,39,60,8.3,18.6,30,33,,0,0,,
8/22/14,120.5,0,0,50,41,60,7.3,17,29.3,32.6,,0,0,,
8/23/14,120.5,0,0,55,47,65,7,15.6,28.6,32.4,,0,0,,
8/24/14,120.5,0.1,0.1,53,47,64,6.8,14.3,28,32.2,,0,0,0,
8/25/14,120.6,0.1,0.1,56,47,66,5.6,17.3,28,32.1,,0,0,0,
8/26/14,120.7,0,0,60,53,71,6.6,14,27.6,31.8,,0,0,,
8/27/14,120.7,0.1,0.1,60,50,69,5.4,12.5,27.3,31.6,,0,0,0,
8/28/14,120.8,0,0,53,47,63,6,11.6,26.3,31.4,,0,0,,
8/29/14,120.8,0,0,50,46,58,5.4,10.2,26,31,,0,0,,
8/30/14,120.8,0.3,0.3,46,41,52,5,10.3,25.6,30.9,,0,0,0,
8/31/14,121.1,0.1,0.1,44,40,53,5.5,10.5,26.5,31.4,,0,0,0,
9/1/14,121.2,0,0,47,39,58,5.5,11,27.5,31.5,,0,0,,
9/2/14,121.2,0.2,0.2,45,39,56,6.2,11.3,27.6,31.3,,0,0,0,
9/3/14,121.4,0.3,0.3,42,38,49,6.2,12.8,27.9,31.3,,0,0,0,
9/4/14,121.7,0.1,0.1,51,41,62,9.5,20.6,30.5,31.6,,0,0,0,
9/5/14,121.8,0,0,57,51,65,9,19.1,30.5,31.5,,0,0,,
9/6/14,121.8,0,0,60,54,70,8.2,16.9,30,31.5,,0,0,,
9/7/14,121.8,0,0,59,49,70,6.9,15,29.1,31.2,,0,0,,
9/8/14,121.8,0,0,51,44,61,6.3,13.3,28.6,30.9,,0,0,,
9/9/14,121.8,0,0,45,41,52,6.4,12.6,28,30.9,,0,0,,
9/10/14,121.8,0,0,49,43,59,6,13.1,27.6,30.7,,0,0,,
9/11/14,121.8,0,0,44,37,51,5.6,12.1,27.2,30.6,,0,0,,
9/12/14,121.8,0,0,52,44,64,5.4,10.9,26.5,30.2,,0,0,,
9/13/14,121.8,0,0,55,49,65,5.5,9.8,25.3,29.5,,0,0,,
9/14/14,121.8,0,0,58,51,70,4.8,8.7,24.5,29.1,,0,0,,
9/15/14,121.8,0.1,0.1,63,54,74,4.9,7.6,23.8,28.7,,0,0,0,
9/16/14,121.9,0,0,59,53,68,4.4,7.4,23,28.1,,0,0,,
9/17/14,121.9,0,0,57,49,70,4.7,6.8,22.5,27.7,,0,0,,
9/18/14,121.9,0,0,49,46,52,4.6,6.9,22.1,27.5,,0,0,,
9/19/14,121.9,0,0,50,46,57,5,7.4,22,27.3,,0,0,,
9/20/14,121.9,0.1,0.1,59,48,68,4.9,7.1,22.1,27,,0,0,0,
9/21/14,122,0,0,63,55,75,4.4,5.8,21.3,26.7,,0,0,,
9/22/14,122,0,0,55,51,62,4.9,6,20.4,26.3,,0,0,,
9/23/14,122,0.4,0.4,52,49,57,4.5,5.4,20.4,25.8,,0,0,0,
9/24/14,122.4,0.8,0.8,47,45,53,4.3,8.3,20.2,25.8,,0,0,0,
9/25/14,123.2,0.3,0.3,45,42,51,5.4,17.5,29.6,29,,0,0,0,
9/26/14,123.5,1.1,1.1,44,41,47,7.8,21.3,30.7,30.2,,0,0,0,
9/27/14,124.6,0.1,0.1,47,39,54,10.9,25.5,33.4,34.9,,0,0,0,
9/28/14,124.7,0,0,52,46,61,10.9,24.4,33.3,34.6,,0,0,,
9/29/14,124.7,0.1,0.1,45,37,53,10.8,23.5,33,34.3,,0,0,0,
9/30/14,124.8,0.9,0.9,40,38,46,12.3,24.5,33.1,34.2,,0,0,0,
10/1/14,0,0,0,39,37,42,16.6,30.2,34.9,35.3,,0,0,,
10/2/14,0,0,0,43,34,53,14.1,27.2,34.5,35.2,,0,0,,
10/3/14,0,0.1,0.1,54,44,65,13.7,26.1,34.1,35,,0,0,0,
10/4/14,0.1,0.1,0.1,53,50,63,14.4,25.3,33.8,34.8,,0,0,0,
10/5/14,0.2,0,0,55,49,64,13.8,25,33.6,34.5,,0,0,,
10/6/14,0.2,0,0,57,52,67,13.6,24.5,33.5,34.4,,0,0,,
10/7/14,0.2,0,0,55,48,63,13.6,23.9,33.3,34.2,,0,0,,
10/8/14,0.2,0,0,49,43,54,13.4,23.6,33,34.2,,0,0,,
10/9/14,0.2,0,0,53,47,62,12.9,23.2,32.9,34.2,,0,0,,
10/10/14,0.2,0,0,50,42,59,12.7,22.8,32.7,33.9,,0,0,,
10/11/14,0.2,0.9,0.9,42,38,46,12.2,22.7,32.3,33.7,,0,0,0,
10/12/14,1.1,0.1,0.1,41,38,48,20.5,30.9,35,34.7,,0,0,0,
10/13/14,1.2,0.3,0.3,50,40,58,17,27.8,34.7,35.1,,0,0,0,
10/14/14,1.5,0.5,0.5,41,37,46,21.6,29.7,34.5,35,,0,0,0,
10/15/14,2,0.9,0.9,38,35,41,20.2,29.1,35,35.3,,0,0,0,
10/16/14,2.9,0.1,0.1,41,36,49,21,30.6,35.5,35.9,,0,0,0,
10/17/14,3,1.6,1.6,44,41,47,19.1,28.4,35,35.5,,0,0,0,
10/18/14,4.6,0.2,0.2,48,44,54,26.5,33.6,36.5,36.7,,0,0,0,
10/19/14,4.8,0.1,0.1,52,48,57,21,29.4,35.4,36,,0,0,0,
10/20/14,4.9,0.6,0.6,43,38,51,20.3,28.1,35.1,35.7,,0,0,0,
10/21/14,5.5,0.5,0.5,39,38,41,24.1,31.4,35.8,36,,0,0,0,
10/22/14,6,2.9,2.9,41,38,43,24.9,31,35.8,36,,0,0,0,
10/23/14,8.9,0.4,0.4,36,34,38,28.1,33.9,36.7,37,,0,0,25,
10/24/14,9.3,0.6,0.6,37,33,41,25.3,31.1,36,36.4,,0.1,0,0,
10/25/14,9.9,1.3,1.3,41,33,48,26.9,32.5,36.3,36.3,,0.1,0,8,
10/26/14,11.2,1.2,1.2,33,31,35,28,33.1,36.6,36.9,,0.2,1,92,
10/27/14,12.4,0.1,0.1,34,29,44,25.3,30.5,35.8,36.1,21.7,1.3,6,0,
10/28/14,12.5,1.8,1.8,40,35,43,24.8,29.5,35.6,35.8,20,1.2,6,11,
10/29/14,14.3,0.4,0.4,41,38,45,28.8,32.6,36.6,37,28,1.4,5,0,
10/30/14,14.7,1.5,1.5,44,40,47,27.4,31.4,36.2,36.4,,0.8,2,0,
10/31/14,16.2,0.4,0.4,38,34,42,34.1,35.7,37.1,37.2,,0.4,1,0,
11/1/14,16.6,0.2,0.2,33,31,36,27.5,31.4,36.2,36.5,,0.1,0,100,
11/2/14,16.8,1.1,1.1,34,31,38,26.6,30.5,35.9,36.1,,0.3,1,9,
11/3/14,17.9,2,2,40,36,41,34.3,33.1,36.7,36.5,,0.4,1,0,
11/4/14,19.9,1.8,1.8,40,36,44,34.9,36.1,37.2,37.2,,0.3,0,0,
11/5/14,21.7,0.5,0.5,44,35,52,28.6,32,36.4,36.7,,0,0,0,
11/6/14,22.2,0.6,0.6,42,33,52,29.2,31.8,36.3,36.3,,0,0,0,
11/7/14,22.8,0,0,35,30,42,30.1,32.6,36.5,36.6,,0,0,,
11/8/14,22.8,0.2,0.2,45,37,54,27.3,30.5,35.9,36.2,,0,0,0,
11/9/14,23,1,1,36,32,47,26.5,29.8,35.7,35.8,,0,0,60,
11/10/14,24,0,0,31,26,42,29.7,32.2,36.4,36.5,,0.6,2,,
11/11/14,24,0,0.2,19,11,26,27.6,30.5,35.9,36.1,,0.6,1,,
11/12/14,24,0,1.4,16,10,22,26.1,29.6,35.7,35.9,,0.8,2,,
11/13/14,24,0,0,19,15,21,23.4,28.9,35.3,35.6,27.5,2.2,8,,
11/14/14,24,0.1,0.1,22,18,30,10.4,27.8,35,35.5,27.5,2.2,8,100,
11/15/14,24.1,0,0,22,18,30,6.9,26.9,34.7,35.3,28.8,2.3,8,,
11/16/14,24.1,0.3,0.3,37,29,43,5.7,25.3,34.3,35.1,32.9,2.3,7,100,
11/17/14,24.4,0,0,43,35,49,6.7,24.8,34,35.1,32.5,2.6,8,,
11/18/14,24.4,0.1,0.1,45,42,51,7.2,24.9,33.7,34.9,32.5,2.6,8,100,
11/19/14,24.5,0,0,44,35,50,8.1,24.8,33.7,34.9,38.6,2.7,7,,
11/20/14,24.5,0.5,0.5,35,34,37,9.6,24.7,33.6,34.7,33.8,2.7,8,100,
11/21/14,25,1.3,1.3,35,31,38,21.2,26.3,34.4,34.8,32,3.2,10,31,
11/22/14,26.3,1.1,1.4,29,26,31,35.1,35.2,36.4,36.2,20,3.6,18,127,
11/23/14,27.4,1.1,2,30,28,32,31.8,31.4,35.9,36,25,5,20,182,
11/24/14,28.5,2.5,2.5,31,24,36,31.3,30.4,35.6,35.7,25,7,28,44,
11/25/14,31,5,5,40,35,42,32.8,34.4,36.2,35.9,23.1,8.1,35,0,
11/26/14,36,0.1,0.1,41,38,43,36,38,37.1,37.3,28.5,7.7,27,0,
11/27/14,36.1,1.3,1.3,38,36,40,35.8,35.6,36.7,36.8,28.8,6.9,24,0,
11/28/14,37.4,1.1,1.1,35,24,40,36.9,36.3,36.9,37.1,29.5,6.5,22,0,
11/29/14,38.5,0.1,0.1,19,12,29,36.6,35.4,36.8,37,29.1,6.4,22,0,
11/30/14,38.6,0.1,0.1,20,14,24,35,33,36.1,36.3,28.2,6.2,22,0,
12/1/14,38.7,0,0,27,21,33,34.3,31.3,35.9,36,29.5,6.2,21,,
12/2/14,38.7,0.1,0.1,31,22,44,33.6,30.6,35.6,35.8,31,6.2,20,100,
12/3/14,38.8,0.2,0.2,33,30,38,33.2,30,35.5,35.7,33.2,6.3,19,0,
12/4/14,39,0.4,0.4,38,35,40,32.7,29.5,35.3,35.5,31.6,6,19,25,
12/5/14,39.4,0.5,0.5,40,38,43,34.7,31.7,36,35.8,30.5,6.1,20,0,
12/6/14,39.9,1.3,1.3,35,33,41,35.8,32.8,36.4,36.4,28.5,5.7,20,62,
12/7/14,41.2,0,0,38,33,47,35.5,32.3,36.2,36.3,28.3,6.5,23,,
12/8/14,41.2,0,0,42,29,44,34.9,31.4,36,36.1,27.4,6.3,23,,
12/9/14,41.2,2,2,42,29,44,35.2,31.4,35.9,35.9,27.7,6.1,22,15,
12/10/14,43.2,1.2,1.2,40,20,46,37.6,35.4,37,37.1,35.6,6.4,18,0,
12/11/14,44.4,0.7,0.7,36,24,42,37.5,34.8,36.9,37.2,33.1,5.3,16,0,
12/12/14,45.1,0.1,0.1,33,25,34,36.9,33.5,36.6,36.7,29.4,5.3,18,0,
12/13/14,45.2,0.1,0.2,30,25,34,35.6,32,36.2,36.3,28.3,5.1,18,200,
12/14/14,45.3,0.1,0.1,29,25,33,34.6,31,35.9,36,27.9,5.3,19,0,
12/15/14,45.4,0,0,29,25,32,34,30.6,35.7,35.8,26.8,5.1,19,,
12/16/14,45.4,0.2,0.2,30,27,34,33.3,29.9,35.5,35.7,28.8,4.9,17,0,
12/17/14,45.6,0.3,0.3,34,31,37,32.9,29.5,35.3,35.5,27.6,4.7,17,0,
12/18/14,45.9,0.6,0.6,34,30,37,32.5,29.2,35.2,35.5,27.6,4.7,17,50,
12/19/14,46.5,0.6,0.6,31,29,35,32.2,28.9,35.1,35.4,25,5,20,100,
12/20/14,47.1,3.5,3.5,35,30,40,32.5,29.2,35.2,35.4,23.3,5.6,24,80,
12/21/14,50.6,1,1,34,32,38,34.3,32.5,36.7,37.4,24.7,8.4,34,0,
12/22/14,51.6,0.4,0.4,31,28,35,34.3,31.7,36.3,36.5,25.2,8.3,33,25,
12/23/14,52,1.6,1.6,35,28,39,33.5,30.8,36,36.2,25.5,8.4,33,62,
12/24/14,53.6,0.5,0.5,28,26,33,35.1,32.6,36.6,37,27.6,9.4,34,0,
12/25/14,54.1,0.1,0.2,26,23,30,34.2,31.3,36.2,36.4,27.1,9.2,34,200,
12/26/14,54.2,0.1,0.3,25,19,32,33.7,30.6,35.9,36,27.6,9.4,34,300,
12/27/14,54.3,1.9,2.2,29,26,31,33.2,30.3,35.7,35.9,28.5,9.7,34,116,
12/28/14,56.2,0.5,0.7,26,22,31,32.9,30,35.6,35.7,24.8,11.9,48,140,
12/29/14,56.7,0.3,0.3,18,11,23,32.9,29.8,35.5,35.6,24.2,12.6,52,33,
12/30/14,57,0,0.1,15,8,31,32.7,29.5,35.4,35.6,24,12.7,53,,
12/31/14,57,0,0.2,28,22,35,32.5,29.3,35.2,35.4,25.6,12.8,50,,
1/1/15,57,0,0.1,36,30,48,32.3,29.3,35.3,35.4,27.7,13,47,,
1/2/15,57,0,0.2,31,26,35,32.1,28.9,35.1,35.3,29.1,13.1,45,,
1/3/15,57,0,0,26,22,29,32,28.8,35.1,35.3,30.2,13.3,44,,
1/4/15,57,2.2,3.1,32,27,36,31.8,28.6,35,35.2,30.2,13.3,44,141,
1/5/15,59.2,3.3,3.3,38,35,40,31.6,28.6,35,35.2,31.5,16.4,52,0,
1/6/15,62.5,0,0,46,35,58,34.4,31.5,36.3,36.4,34.1,15.7,46,,
1/7/15,62.5,0,0,50,45,58,33.7,30.6,36,36.1,34.4,15.5,45,,
1/8/15,62.5,0,0.2,46,39,51,33.3,30.1,35.7,35.9,35.2,15.5,44,,
1/9/15,62.5,0,0.1,41,38,49,33,30,35.7,35.7,35.7,15.7,44,,
1/10/15,62.5,0,0.2,36,34,40,32.8,29.6,35.5,35.6,35.9,15.8,44,,
